1.6912 	WARNING 	pyo audio lib was requested but not loaded: dlopen(/Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so, 2): Library not loaded: @executable_path/../Frameworks/liblo.7.dylib
  Referenced from: /Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so
  Reason: Incompatible library version: _pyo.so requires version 10.0.0 or later, but liblo.7.dylib provides version 9.0.0
9.7036 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x10cff5dd0>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7036 	EXP 	window1: recordFrameIntervals = False
9.8684 	EXP 	window1: recordFrameIntervals = True
10.0519 	EXP 	window1: recordFrameIntervals = False
10.1500 	EXP 	Created instrText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, name='instrText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.1660 	EXP 	Created runInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, name='runInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.1748 	EXP 	Created fixationCross1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='fixationCross1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.1879 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'New block is starting', units=u'norm', win=Window(...), wrapWidth=1)
10.1907 	EXP 	Created ibifixationCross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='ibifixationCross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.3537 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x10b08a090>: vertices = array([[-0.15,  0.25],
       [ 0.15,  0.25],
       [ 0.15, -0.25],
       [-0.15, -0.25]])
10.3577 	EXP 	Created rightBox = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-2.0, fillColor=array([ 0.,  1.,  0.]), fillColorSpace='rgb', fillRGB=array([ 0.,  1.,  0.]), interpolate=True, lineColor=array([ 0.,  0.,  0.]), lineColorSpace='rgb', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1, name='rightBox', opacity=1.0, ori=array(0.0), pos=array([ 0.25,  0.  ]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
10.3585 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x10b08a090>: vertices = array([[-0.15,  0.25],
       [ 0.15,  0.25],
       [ 0.15, -0.25],
       [-0.15, -0.25]])
10.3617 	EXP 	Created leftBox = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.,  0.,  1.]), fillColorSpace='rgb', fillRGB=array([ 0.,  0.,  1.]), interpolate=True, lineColor=array([ 0.,  0.,  0.]), lineColorSpace='rgb', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1, name='leftBox', opacity=1.0, ori=array(0.0), pos=array([-0.25,  0.  ]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
10.3621 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x10b08a090>: vertices = array([[-0.15,  0.25],
       [ 0.15,  0.25],
       [ 0.15, -0.25],
       [-0.15, -0.25]])
10.3636 	EXP 	Created leftHighlight = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-5.0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor=array([ 0.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 0.,  1.,  1.]), lineWidth=10, name='leftHighlight', opacity=1.0, ori=array(0.0), pos=array([-0.25,  0.  ]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
10.3640 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x10b08a090>: vertices = array([[-0.15,  0.25],
       [ 0.15,  0.25],
       [ 0.15, -0.25],
       [-0.15, -0.25]])
10.3655 	EXP 	Created rightHighlight = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-6.0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor=array([ 0.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 0.,  1.,  1.]), lineWidth=10, name='rightHighlight', opacity=1.0, ori=array(0.0), pos=array([ 0.25,  0.  ]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
10.3765 	EXP 	Created leftAnswerText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Arial Bold', fontFiles=[], height=0.15, italic=False, name='leftAnswerText', opacity=1.0, ori=0, pos=array([-0.25,  0.  ]), rgb=array([ 0.,  0.,  0.]), text=u'X', units=u'norm', win=Window(...), wrapWidth=1)
10.3802 	EXP 	Created rightAnswerText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font='Arial Bold', fontFiles=[], height=0.15, italic=False, name='rightAnswerText', opacity=1.0, ori=0, pos=array([ 0.25,  0.  ]), rgb=array([ 0.,  0.,  0.]), text=u'Y', units=u'norm', win=Window(...), wrapWidth=1)
10.3868 	EXP 	Created L_condition = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='L_condition', opacity=1.0, ori=0, pos=array([-0.25,  0.32]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.3918 	EXP 	Created R_condition = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='R_condition', opacity=1.0, ori=0, pos=array([ 0.25,  0.32]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.3946 	EXP 	Created fixationITIcross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='fixationITIcross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.3974 	EXP 	Created fixationCross1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='fixationCross1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.4187 	EXP 	instrText: autoDraw = True
11.5903 	DATA 	Keypress: space
11.5959 	EXP 	Imported csv/uep001_2.csv as conditions, 4 conditions, 1 params
11.5964 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
11.5970 	EXP 	New trial (rep=0, index=0): {'runFilename': u'csv/uep001_run5.csv'}
11.6183 	EXP 	instrText: autoDraw = False
11.6183 	EXP 	runInstr: autoDraw = True
13.4875 	DATA 	Keypress: space
13.4892 	EXP 	launchScan: vol: 141  TR: 2.500s  skip: 0  sync: 'equal'
13.5264 	EXP 	window1: mouseVisible = False
13.5510 	EXP 	runInstr: autoDraw = False
46.5804 	DATA 	Keypress: equal
46.5815 	EXP 	launchScan: start of scan
47.6093 	EXP 	fixationCross1: autoDraw = True
48.5943 	DATA 	Keypress: equal
50.5940 	DATA 	Keypress: equal
52.5932 	DATA 	Keypress: equal
54.5925 	DATA 	Keypress: equal
56.5920 	DATA 	Keypress: equal
57.5928 	EXP 	Imported csv/uep001_run5.csv as conditions, 4 conditions, 1 params
57.5933 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
57.5939 	EXP 	New trial (rep=0, index=0): {'blockFilename': u'csv/uep001_run5_block1.csv'}
57.6048 	EXP 	fixationCross1: autoDraw = False
57.6048 	EXP 	fixationCross1: autoDraw = False
57.6048 	EXP 	text: autoDraw = True
58.5918 	DATA 	Keypress: equal
60.5909 	DATA 	Keypress: equal
60.6039 	EXP 	text: autoDraw = False
60.6039 	EXP 	text: autoDraw = False
60.6039 	EXP 	ibifixationCross: autoDraw = True
62.5903 	DATA 	Keypress: equal
63.6103 	EXP 	Imported csv/uep001_run5_block1.csv as conditions, 10 conditions, 19 params
63.6106 	EXP 	Created sequence: sequential, trialTypes=10, nReps=1, seed=None
63.6112 	EXP 	New trial (rep=0, index=0): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 16.0, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 6.7009444879561135, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 1, 'condition': u'SR', 'itiOffset': 27.57571655886666, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 1.8747720709105469, 'rightAnswer': 0.0}
63.6367 	EXP 	ibifixationCross: autoDraw = False
63.6367 	EXP 	ibifixationCross: autoDraw = False
63.6367 	EXP 	leftHighlight: opacity = 0.0
63.6367 	EXP 	rightHighlight: opacity = 0.0
63.6367 	EXP 	leftAnswerText: opacity = 0.0
63.6367 	EXP 	rightAnswerText: opacity = 0.0
63.6367 	EXP 	leftAnswerText: text = '12'
63.6367 	EXP 	rightAnswerText: text = '0'
63.6367 	EXP 	fixationITIcross: color = 'white (named)'
63.6367 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
63.6367 	EXP 	rightBox: fillColor = (0.63119999999999976, 0.33999999999999997, 0.86)
63.6367 	EXP 	L_condition: text = u'S'
63.6367 	EXP 	R_condition: text = u'R'
63.6367 	EXP 	rightBox: autoDraw = True
63.6367 	EXP 	leftBox: autoDraw = True
63.6367 	EXP 	leftHighlight: autoDraw = True
63.6367 	EXP 	rightHighlight: autoDraw = True
63.6367 	EXP 	L_condition: autoDraw = True
63.6367 	EXP 	R_condition: autoDraw = True
64.5916 	DATA 	Keypress: equal
64.7908 	DATA 	Keypress: 1
64.8150 	EXP 	window1: recordFrameIntervals = False
64.8376 	EXP 	leftHighlight: opacity = 1
64.8376 	EXP 	leftAnswerText: text = u'12'
64.8376 	EXP 	rightAnswerText: text = u'0'
64.8377 	EXP 	window1: recordFrameIntervals = False
66.5800 	DATA 	Keypress: equal
66.7367 	EXP 	leftAnswerText: opacity = 1
66.7367 	EXP 	leftAnswerText: text = u'12'
66.7367 	EXP 	rightAnswerText: text = u'0'
66.7367 	EXP 	leftAnswerText: autoDraw = True
66.7367 	EXP 	rightAnswerText: autoDraw = True
67.6534 	EXP 	rightBox: autoDraw = False
67.6534 	EXP 	leftBox: autoDraw = False
67.6534 	EXP 	leftHighlight: autoDraw = False
67.6534 	EXP 	rightHighlight: autoDraw = False
67.6534 	EXP 	leftAnswerText: autoDraw = False
67.6534 	EXP 	rightAnswerText: autoDraw = False
67.6534 	EXP 	L_condition: autoDraw = False
67.6534 	EXP 	R_condition: autoDraw = False
67.6537 	EXP 	window1: recordFrameIntervals = False
67.6701 	EXP 	fixationITIcross: autoDraw = True
67.6702 	EXP 	window1: recordFrameIntervals = False
73.9376 	DATA 	Keypress: equal
73.9416 	DATA 	Keypress: equal
73.9450 	DATA 	Keypress: equal
74.1549 	EXP 	New trial (rep=0, index=1): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 27.57571655886666, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 5.8703617688154326, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 2, 'condition': u'SR', 'itiOffset': 38.683464276994563, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 2.2373859493124697, 'rightAnswer': 13.0}
74.1849 	EXP 	fixationITIcross: autoDraw = False
74.1849 	EXP 	rightBox: autoDraw = False
74.1849 	EXP 	leftBox: autoDraw = False
74.1849 	EXP 	leftHighlight: autoDraw = False
74.1849 	EXP 	rightHighlight: autoDraw = False
74.1849 	EXP 	leftAnswerText: autoDraw = False
74.1849 	EXP 	rightAnswerText: autoDraw = False
74.1849 	EXP 	L_condition: autoDraw = False
74.1849 	EXP 	R_condition: autoDraw = False
74.1849 	EXP 	fixationITIcross: autoDraw = False
74.1849 	EXP 	leftHighlight: opacity = 0.0
74.1849 	EXP 	rightHighlight: opacity = 0.0
74.1849 	EXP 	leftAnswerText: opacity = 0.0
74.1849 	EXP 	rightAnswerText: opacity = 0.0
74.1849 	EXP 	leftAnswerText: text = '12'
74.1849 	EXP 	rightAnswerText: text = '13'
74.1849 	EXP 	fixationITIcross: color = 'white (named)'
74.1849 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
74.1849 	EXP 	rightBox: fillColor = (0.63119999999999976, 0.33999999999999997, 0.86)
74.1849 	EXP 	L_condition: text = u'S'
74.1849 	EXP 	R_condition: text = u'R'
74.1849 	EXP 	rightBox: autoDraw = True
74.1849 	EXP 	leftBox: autoDraw = True
74.1849 	EXP 	leftHighlight: autoDraw = True
74.1849 	EXP 	rightHighlight: autoDraw = True
74.1849 	EXP 	L_condition: autoDraw = True
74.1849 	EXP 	R_condition: autoDraw = True
74.5887 	DATA 	Keypress: equal
74.5917 	DATA 	Keypress: 2
74.6132 	EXP 	window1: recordFrameIntervals = False
74.6348 	EXP 	rightHighlight: opacity = 1
74.6348 	EXP 	leftAnswerText: text = u'12'
74.6348 	EXP 	rightAnswerText: text = u'13'
74.6349 	EXP 	window1: recordFrameIntervals = False
76.6554 	DATA 	Keypress: equal
76.9007 	EXP 	rightAnswerText: opacity = 1
76.9007 	EXP 	leftAnswerText: text = u'12'
76.9007 	EXP 	rightAnswerText: text = u'13'
76.9007 	EXP 	leftAnswerText: autoDraw = True
76.9007 	EXP 	rightAnswerText: autoDraw = True
77.8172 	EXP 	rightBox: autoDraw = False
77.8172 	EXP 	leftBox: autoDraw = False
77.8172 	EXP 	leftHighlight: autoDraw = False
77.8172 	EXP 	rightHighlight: autoDraw = False
77.8172 	EXP 	leftAnswerText: autoDraw = False
77.8172 	EXP 	rightAnswerText: autoDraw = False
77.8172 	EXP 	L_condition: autoDraw = False
77.8172 	EXP 	R_condition: autoDraw = False
77.8175 	EXP 	window1: recordFrameIntervals = False
77.8339 	EXP 	fixationITIcross: autoDraw = True
77.8340 	EXP 	window1: recordFrameIntervals = False
85.0491 	DATA 	Keypress: equal
85.0528 	DATA 	Keypress: equal
85.0563 	DATA 	Keypress: equal
85.0595 	DATA 	Keypress: equal
85.2678 	EXP 	New trial (rep=0, index=2): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 38.683464276994563, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 5.7404293000120283, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 3, 'condition': u'SR', 'itiOffset': 48.676838704105066, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 1.2529451270984784, 'rightAnswer': 6.0}
85.2987 	EXP 	fixationITIcross: autoDraw = False
85.2987 	EXP 	rightBox: autoDraw = False
85.2987 	EXP 	leftBox: autoDraw = False
85.2987 	EXP 	leftHighlight: autoDraw = False
85.2987 	EXP 	rightHighlight: autoDraw = False
85.2987 	EXP 	leftAnswerText: autoDraw = False
85.2987 	EXP 	rightAnswerText: autoDraw = False
85.2987 	EXP 	L_condition: autoDraw = False
85.2987 	EXP 	R_condition: autoDraw = False
85.2987 	EXP 	fixationITIcross: autoDraw = False
85.2987 	EXP 	leftHighlight: opacity = 0.0
85.2987 	EXP 	rightHighlight: opacity = 0.0
85.2987 	EXP 	leftAnswerText: opacity = 0.0
85.2987 	EXP 	rightAnswerText: opacity = 0.0
85.2987 	EXP 	leftAnswerText: text = '12'
85.2987 	EXP 	rightAnswerText: text = '6'
85.2987 	EXP 	fixationITIcross: color = 'white (named)'
85.2987 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
85.2987 	EXP 	rightBox: fillColor = (0.63119999999999976, 0.33999999999999997, 0.86)
85.2987 	EXP 	L_condition: text = u'S'
85.2987 	EXP 	R_condition: text = u'R'
85.2987 	EXP 	rightBox: autoDraw = True
85.2987 	EXP 	leftBox: autoDraw = True
85.2987 	EXP 	leftHighlight: autoDraw = True
85.2987 	EXP 	rightHighlight: autoDraw = True
85.2987 	EXP 	L_condition: autoDraw = True
85.2987 	EXP 	R_condition: autoDraw = True
85.6711 	DATA 	Keypress: 2
85.7086 	EXP 	window1: recordFrameIntervals = False
85.7317 	EXP 	rightHighlight: opacity = 1
85.7317 	EXP 	leftAnswerText: text = u'12'
85.7317 	EXP 	rightAnswerText: text = u'6'
85.7319 	EXP 	window1: recordFrameIntervals = False
86.7671 	DATA 	Keypress: equal
87.0149 	EXP 	rightAnswerText: opacity = 1
87.0149 	EXP 	leftAnswerText: text = u'12'
87.0149 	EXP 	rightAnswerText: text = u'6'
87.0149 	EXP 	leftAnswerText: autoDraw = True
87.0149 	EXP 	rightAnswerText: autoDraw = True
