subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP059,6,3,1,RS,10.0,-11.0,2,2.791820349507812,1,5.586202094426991,252.9695362845829,264.3475587285177,1,0,7.0,-11.0,4.0,0
uepP059,6,3,2,RS,3.0,-11.0,2,1.6449883939440453,1,3.5570167249571427,264.3475587285177,272.5495638474189,1,0,7.0,-11.0,4.0,0
uepP059,6,3,3,RS,9.0,-11.0,2,1.8764073184140504,1,5.675084076261198,272.5495638474189,283.10105524209416,1,0,7.0,-11.0,4.0,0
uepP059,6,3,4,RS,13.0,-11.0,2,3.708009895727908,1,3.6505641197089447,283.10105524209416,293.459629257531,1,0,7.0,-11.0,4.0,0
uepP059,6,3,5,RS,1.0,-11.0,2,2.93727775062207,1,3.332701571642739,293.459629257531,302.7296085797958,1,0,7.0,-11.0,4.0,0
uepP059,6,3,6,RS,13.0,-11.0,2,2.9941625640660563,1,6.042883576667042,302.7296085797958,314.76665472052895,1,0,7.0,-11.0,4.0,0
uepP059,6,3,7,RS,3.0,-11.0,2,4.160198168429551,1,5.504640583849817,314.76665472052895,327.4314934728083,1,0,7.0,-11.0,4.0,0
uepP059,6,3,8,RS,10.0,-11.0,2,3.0441216990654856,1,4.848247605005849,327.4314934728083,338.32386277687965,1,0,7.0,-11.0,4.0,0
uepP059,6,3,9,RS,9.0,-11.0,2,4.4801620196988265,1,5.13940401784713,338.32386277687965,350.9434288144256,1,0,7.0,-11.0,4.0,0
uepP059,6,3,10,RS,7.0,-11.0,2,3.739859460979819,1,4.165171754471372,350.9434288144256,361.8484600298768,1,0,7.0,-11.0,4.0,0
