subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP011,1,2,1,RR,4.0,-17.0,2,1.7217114012869936,1,5.496770307993499,130.73905208335495,140.95753379263545,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,2,RR,-1.0,-22.0,2,4.510208656869713,1,4.434766504915084,140.95753379263545,152.90250895442023,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,3,RR,-3.0,-24.0,2,2.2503203605135496,1,5.606224603476364,152.90250895442023,163.75905391841013,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,4,RR,-2.0,-26.0,2,2.916192717919698,1,4.8935210199409465,163.75905391841013,174.56876765627078,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,5,RR,-3.0,-17.0,2,4.148909684466921,1,5.020414105157755,174.56876765627078,186.73809144589546,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,6,RR,-1.0,-26.0,2,4.593079482664774,1,3.704745322932427,186.73809144589546,198.03591625149267,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,7,RR,-3.0,-24.0,2,1.9515454990945933,1,4.6284245672797795,198.03591625149267,207.61588631786705,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,8,RR,4.0,-21.0,2,1.6682775893558013,1,4.423475862742381,207.61588631786705,216.70763976996523,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,9,RR,-12.0,-13.0,2,1.754154139831343,1,6.119603387312472,216.70763976996523,227.58139729710905,4,5,-2.0,-20.0,4.0,4.0
uepP011,1,2,10,RR,-7.0,-18.0,2,3.2799182542660668,1,4.443516099595105,227.58139729710905,238.30483165097024,4,5,-2.0,-20.0,4.0,4.0
