subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uep055,6,2,1,RS,10.0,9.0,2,1.0030923562995455,1,5.279178750418568,135.1564549052551,144.4387260119732,1,2,12.0,9.0,4.0,0
uep055,6,2,2,RS,14.0,9.0,2,1.182660623519415,1,6.396540701931113,144.4387260119732,155.0179273374237,1,2,12.0,9.0,4.0,0
uep055,6,2,3,RS,8.0,9.0,2,1.7691996845808176,1,6.494192118667959,155.0179273374237,166.2813191406725,1,2,12.0,9.0,4.0,0
uep055,6,2,4,RS,11.0,9.0,2,2.680511184804412,1,5.211953464114277,166.2813191406725,177.1737837895912,1,2,12.0,9.0,4.0,0
uep055,6,2,5,RS,10.0,9.0,2,1.3842039957981203,1,5.887568509741503,177.1737837895912,187.4455562951308,1,2,12.0,9.0,4.0,0
uep055,6,2,6,RS,13.0,9.0,2,2.1176088876879477,1,5.224695054530574,187.4455562951308,197.78786023734932,1,2,12.0,9.0,4.0,0
uep055,6,2,7,RS,7.0,9.0,2,2.918389415488529,1,6.791930891387822,197.78786023734932,210.49818054422568,1,2,12.0,9.0,4.0,0
uep055,6,2,8,RS,7.0,9.0,2,2.9552397929574954,1,6.161534627991362,210.49818054422568,222.61495496517452,1,2,12.0,9.0,4.0,0
uep055,6,2,9,RS,15.0,9.0,2,2.261576706251523,1,5.858398703184517,222.61495496517452,233.73493037461057,1,2,12.0,9.0,4.0,0
uep055,6,2,10,RS,6.0,9.0,2,1.4466822262920507,1,6.613880735506661,233.73493037461057,244.79549333640927,1,2,12.0,9.0,4.0,0
