subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP006,2,4,1,SS,24.0,3.0,2,3.4498076201016072,1,5.780196641336819,358.2714440752701,370.5014483367085,1,3,24.0,3.0,0,0
uepP006,2,4,2,SS,24.0,3.0,2,4.8289985177370784,1,4.612331511749311,370.5014483367085,382.9427783661949,1,3,24.0,3.0,0,0
uepP006,2,4,3,SS,24.0,3.0,2,4.719899001379299,1,4.635104264792266,382.9427783661949,395.2977816323665,1,3,24.0,3.0,0,0
uepP006,2,4,4,SS,24.0,3.0,2,3.5168356052346175,1,4.003091112384625,395.2977816323665,405.81770834998576,1,3,24.0,3.0,0,0
uepP006,2,4,5,SS,24.0,3.0,2,4.5624378718268535,1,4.739758656255885,405.81770834998576,418.1199048780685,1,3,24.0,3.0,0,0
uepP006,2,4,6,SS,24.0,3.0,2,2.1036050689820494,1,5.539386547673535,418.1199048780685,428.7628964947241,1,3,24.0,3.0,0,0
uepP006,2,4,7,SS,24.0,3.0,2,3.212390917928912,1,4.3566961361036745,428.7628964947241,439.3319835487567,1,3,24.0,3.0,0,0
uepP006,2,4,8,SS,24.0,3.0,2,2.842095507830515,1,4.772344744977871,439.3319835487567,449.94642380156506,1,3,24.0,3.0,0,0
uepP006,2,4,9,SS,24.0,3.0,2,4.189253942600714,1,4.993814450897129,449.94642380156506,462.1294921950629,1,3,24.0,3.0,0,0
uepP006,2,4,10,SS,24.0,3.0,2,4.527567661091227,1,4.34294014384599,462.1294921950629,474.00000000000006,1,3,24.0,3.0,0,0
