subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP021,7,1,1,RS,3.0,-20.0,2,1.789805755973394,1,3.3128780734870733,16,24.102683829460467,0,4,3.0,-20.0,4.0,0
uepP021,7,1,2,RS,3.0,-20.0,2,4.420551478558234,1,4.837580566828109,24.102683829460467,36.36081587484681,0,4,3.0,-20.0,4.0,0
uepP021,7,1,3,RS,-2.0,-20.0,2,3.3436825292741914,1,4.852355435282437,36.36081587484681,47.55685383940343,0,4,3.0,-20.0,4.0,0
uepP021,7,1,4,RS,0.0,-20.0,2,1.6651469980795663,1,6.111222195884211,47.55685383940343,58.333223033367204,0,4,3.0,-20.0,4.0,0
uepP021,7,1,5,RS,4.0,-20.0,2,2.906367888851336,1,6.393964925854754,58.333223033367204,70.6335558480733,0,4,3.0,-20.0,4.0,0
uepP021,7,1,6,RS,8.0,-20.0,2,2.482662762696572,1,4.503774420796502,70.6335558480733,80.61999303156638,0,4,3.0,-20.0,4.0,0
uepP021,7,1,7,RS,0.0,-20.0,2,2.1724716979376653,1,5.508540831137253,80.61999303156638,91.3010055606413,0,4,3.0,-20.0,4.0,0
uepP021,7,1,8,RS,-0.0,-20.0,2,3.7813971888219613,1,5.200156243431826,91.3010055606413,103.28255899289508,0,4,3.0,-20.0,4.0,0
uepP021,7,1,9,RS,-0.0,-20.0,2,3.7648425472298337,1,4.55089630093044,103.28255899289508,114.59829784105536,0,4,3.0,-20.0,4.0,0
uepP021,7,1,10,RS,11.0,-20.0,2,1.6717797164085915,1,5.008190470183597,114.59829784105536,124.27826802764754,0,4,3.0,-20.0,4.0,0
