subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP041,2,4,1,SS,22.0,12.0,2,2.199250068639444,1,3.7078985101837145,362.85973350215215,371.76688208097534,5,4,22.0,12.0,0,0
uepP041,2,4,2,SS,22.0,12.0,2,3.926125152342772,1,5.044263454016645,371.76688208097534,383.7372706873347,5,4,22.0,12.0,0,0
uepP041,2,4,3,SS,22.0,12.0,2,3.86467490023831,1,4.52260316742733,383.7372706873347,395.1245487550004,5,4,22.0,12.0,0,0
uepP041,2,4,4,SS,22.0,12.0,2,2.8360803541912025,1,4.052399464568221,395.1245487550004,405.0130285737598,5,4,22.0,12.0,0,0
uepP041,2,4,5,SS,22.0,12.0,2,4.1036801766276145,1,4.496705690453149,405.0130285737598,416.6134144408406,5,4,22.0,12.0,0,0
uepP041,2,4,6,SS,22.0,12.0,2,4.106205220880717,1,3.2369553643119873,416.6134144408406,426.9565750260333,5,4,22.0,12.0,0,0
uepP041,2,4,7,SS,22.0,12.0,2,4.583469489243812,1,5.846776856763767,426.9565750260333,440.3868213720409,5,4,22.0,12.0,0,0
uepP041,2,4,8,SS,22.0,12.0,2,3.112779024658022,1,6.163096383657166,440.3868213720409,452.6626967803561,5,4,22.0,12.0,0,0
uepP041,2,4,9,SS,22.0,12.0,2,1.7190617941397024,1,4.348603117998423,452.6626967803561,461.7303616924942,5,4,22.0,12.0,0,0
uepP041,2,4,10,SS,22.0,12.0,2,3.9973792799079946,1,5.27225902759796,461.7303616924942,474.00000000000017,5,4,22.0,12.0,0,0
