subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP013,6,3,1,RR,-3.0,12.0,2,1.8491238581852156,1,4.824767392707109,251.3479590711025,261.0218503219948,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,2,RR,-6.0,15.0,2,3.5230080604167817,1,5.346624970221843,261.0218503219948,272.89148335263343,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,3,RR,-2.0,19.0,2,1.8852208855207921,1,4.139349450252435,272.89148335263343,281.91605368840663,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,4,RR,-1.0,10.0,2,3.2065058468485783,1,3.2165182661570193,281.91605368840663,291.33907780141226,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,5,RR,-3.0,11.0,2,1.9643959533272721,1,5.278731117753517,291.33907780141226,301.58220487249304,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,6,RR,-9.0,16.0,2,3.959121557187761,1,5.670364861978524,301.58220487249304,314.2116912916593,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,7,RR,-9.0,11.0,2,3.8023627816265195,1,4.558683773650845,314.2116912916593,325.57273784693666,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,8,RR,2.0,16.0,2,3.345616784261984,1,5.8465482161612545,325.57273784693666,337.7649028473599,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,9,RR,-6.0,7.0,2,1.7247182434644384,1,3.3212997442505077,337.7649028473599,345.81092083507485,3,5,-4.0,14.0,4.0,4.0
uepP013,6,3,10,RR,-4.0,13.0,2,3.594737057546589,1,4.68100950564706,345.81092083507485,357.0866673982685,3,5,-4.0,14.0,4.0,4.0
