subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP001,6,4,1,SS,5.0,-3.0,2,3.407777207754641,1,4.215803090830505,366.57011382787346,377.1936941264586,1,5,5.0,-3.0,0,0
uepP001,6,4,2,SS,5.0,-3.0,2,3.242567611310509,1,3.236230414750266,377.1936941264586,386.67249215251934,1,5,5.0,-3.0,0,0
uepP001,6,4,3,SS,5.0,-3.0,2,1.831404233169092,1,4.215562038440428,386.67249215251934,395.7194584241289,1,5,5.0,-3.0,0,0
uepP001,6,4,4,SS,5.0,-3.0,2,4.00459770766376,1,3.6705445235047924,395.7194584241289,406.3946006552975,1,5,5.0,-3.0,0,0
uepP001,6,4,5,SS,5.0,-3.0,2,2.182714625483658,1,4.511534351879673,406.3946006552975,416.0888496326608,1,5,5.0,-3.0,0,0
uepP001,6,4,6,SS,5.0,-3.0,2,3.77766571464483,1,4.920671221151536,416.0888496326608,427.7871865684572,1,5,5.0,-3.0,0,0
uepP001,6,4,7,SS,5.0,-3.0,2,3.593987543857907,1,4.91869940615398,427.7871865684572,439.29987351846904,1,5,5.0,-3.0,0,0
uepP001,6,4,8,SS,5.0,-3.0,2,4.081300090935051,1,4.29093978882189,439.29987351846904,450.672113398226,1,5,5.0,-3.0,0,0
uepP001,6,4,9,SS,5.0,-3.0,2,3.491897373274471,1,3.5854275346800946,450.672113398226,460.74943830618054,1,5,5.0,-3.0,0,0
uepP001,6,4,10,SS,5.0,-3.0,2,4.277643056575716,1,5.972918637243889,460.74943830618054,474.0000000000001,1,5,5.0,-3.0,0,0
