subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uep036,5,3,1,RR,-2.0,-7.0,2,2.667679618587966,1,5.959464376263912,245.2740485509073,256.90119254575916,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,2,RR,5.0,2.0,2,2.8571959450017967,1,6.043692067335078,256.90119254575916,268.80208055809607,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,3,RR,-3.0,-1.0,2,1.735051226938722,1,6.014203109423038,268.80208055809607,279.5513348944578,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,4,RR,1.0,-8.0,2,1.545609529447551,1,5.78258758946717,279.5513348944578,289.87953201337257,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,5,RR,-6.0,-10.0,2,1.9211478167881573,1,6.534778486125632,289.87953201337257,301.33545831628635,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,6,RR,-8.0,-0.0,2,2.29148281869478,1,6.067932460579517,301.33545831628635,312.69487359556064,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,7,RR,3.0,-12.0,2,1.6922395031076551,1,5.828938697751032,312.69487359556064,323.2160517964193,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,8,RR,3.0,-5.0,2,1.9346028730419158,1,6.299619524045179,323.2160517964193,334.4502741935064,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,9,RR,-7.0,-9.0,2,2.9449618973180125,1,5.4936011336202535,334.4502741935064,345.88883722444467,6,3,-1.0,-3.0,4.0,4.0
uep036,5,3,10,RR,-5.0,-9.0,2,2.3825656459910802,1,6.706300627034677,345.88883722444467,357.97770349747043,6,3,-1.0,-3.0,4.0,4.0
