subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP036,6,3,1,SR,-5.0,18.0,2,2.3218650318342395,1,3.319026174366965,251.85113894240482,260.49203014860603,5,3,-5.0,13.0,0,4.0
uepP036,6,3,2,SR,-5.0,9.0,2,3.0056797024609563,1,3.340391991951126,260.49203014860603,269.83810184301814,5,3,-5.0,13.0,0,4.0
uepP036,6,3,3,SR,-5.0,8.0,2,2.9865635557934125,1,6.210399942087141,269.83810184301814,282.03506534089865,5,3,-5.0,13.0,0,4.0
uepP036,6,3,4,SR,-5.0,13.0,2,4.552196242634079,1,5.346249002103027,282.03506534089865,294.93351058563576,5,3,-5.0,13.0,0,4.0
uepP036,6,3,5,SR,-5.0,14.0,2,4.734954125528794,1,5.793296305015679,294.93351058563576,308.4617610161803,5,3,-5.0,13.0,0,4.0
uepP036,6,3,6,SR,-5.0,20.0,2,4.308793949378253,1,4.507731255576227,308.4617610161803,320.27828622113475,5,3,-5.0,13.0,0,4.0
uepP036,6,3,7,SR,-5.0,11.0,2,2.608171347203437,1,4.086129763598802,320.27828622113475,329.972587331937,5,3,-5.0,13.0,0,4.0
uepP036,6,3,8,SR,-5.0,10.0,2,2.9239152287997863,1,4.190494327087177,329.972587331937,340.08699688782394,5,3,-5.0,13.0,0,4.0
uepP036,6,3,9,SR,-5.0,11.0,2,2.746396965471509,1,5.955528270323712,340.08699688782394,351.78892212361916,5,3,-5.0,13.0,0,4.0
uepP036,6,3,10,SR,-5.0,6.0,2,4.37732586607263,1,5.754032912974191,351.78892212361916,364.920280902666,5,3,-5.0,13.0,0,4.0
