subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uep007,1,3,1,SR,-13.0,2.0,2,1.3254075463874224,1,6.810345668485314,251.78300534019553,262.9187585550683,0,5,-13.0,3.0,0,4.0
uep007,1,3,2,SR,-13.0,6.0,2,1.759938904950869,1,6.873308563259809,262.9187585550683,274.5520060232789,0,5,-13.0,3.0,0,4.0
uep007,1,3,3,SR,-13.0,-10.0,2,2.4014155062561846,1,6.12317298510128,274.5520060232789,286.0765945146364,0,5,-13.0,3.0,0,4.0
uep007,1,3,4,SR,-13.0,3.0,2,1.2522644779615915,1,5.729595198347664,286.0765945146364,296.05845419094567,0,5,-13.0,3.0,0,4.0
uep007,1,3,5,SR,-13.0,5.0,2,1.728915568933013,1,6.852059563511083,296.05845419094567,307.6394293233898,0,5,-13.0,3.0,0,4.0
uep007,1,3,6,SR,-13.0,7.0,2,1.405257578271204,1,6.392247633668214,307.6394293233898,318.43693453532916,0,5,-13.0,3.0,0,4.0
uep007,1,3,7,SR,-13.0,3.0,2,1.3475376271748982,1,5.442466781717682,318.43693453532916,328.22693894422173,0,5,-13.0,3.0,0,4.0
uep007,1,3,8,SR,-13.0,3.0,2,2.186483382534481,1,5.645500875564303,328.22693894422173,339.05892320232056,0,5,-13.0,3.0,0,4.0
uep007,1,3,9,SR,-13.0,-0.0,2,1.4133750322525678,1,5.340009713612977,339.05892320232056,348.8123079481861,0,5,-13.0,3.0,0,4.0
uep007,1,3,10,SR,-13.0,1.0,2,1.7136645093177094,1,5.204491088084817,348.8123079481861,358.73046354558863,0,5,-13.0,3.0,0,4.0
