subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uep033,1,3,1,RR,-10.0,-4.0,2,2.5864270549726807,1,4.9825757035426355,247.12450087274473,257.69350363126006,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,2,RR,-16.0,2.0,2,2.4933487249842146,1,5.703753424222905,257.69350363126006,268.8906057804672,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,3,RR,-4.0,-0.0,2,2.046983235360282,1,5.913082704590811,268.8906057804672,279.8506717204183,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,4,RR,-11.0,1.0,2,2.8524635503154077,1,6.235707557353034,279.8506717204183,291.9388428280867,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,5,RR,-4.0,4.0,2,1.7895541500289929,1,5.443211825241819,291.9388428280867,302.1716088033575,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,6,RR,-16.0,3.0,2,2.3420193560181954,1,5.916810643834066,302.1716088033575,313.43043880320977,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,7,RR,-9.0,11.0,2,1.0842406120770192,1,6.222812791787213,313.43043880320977,323.73749220707396,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,8,RR,-8.0,5.0,2,2.5686033429681845,1,6.133311580413004,323.73749220707396,335.43940713045515,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,9,RR,-12.0,6.0,2,2.497472866188684,1,6.62826190421264,335.43940713045515,347.5651419008565,0,7,-8.0,2.0,4.0,4.0
uep033,1,3,10,RR,-5.0,-0.0,2,2.917295395903515,1,6.264079551294143,347.5651419008565,359.7465168480541,0,7,-8.0,2.0,4.0,4.0
