subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uep009,5,1,1,RR,-2.0,-15.0,2,1.6822011118401945,1,6.2903541880883065,16,26.9725552999285,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,2,RR,-6.0,-6.0,2,2.940147566893495,1,6.024102641577678,26.9725552999285,38.93680550839967,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,3,RR,-2.0,-8.0,2,2.391679943688081,1,5.348699997513814,38.93680550839967,49.677185449601566,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,4,RR,-4.0,-6.0,2,1.8422643548860125,1,5.553018107531109,49.677185449601566,60.07246791201869,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,5,RR,6.0,-11.0,2,1.9180205292443013,1,6.83058633121102,60.07246791201869,71.821074772474,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,6,RR,-1.0,-10.0,2,2.081945739294369,1,5.912859951966355,71.821074772474,82.81588046373473,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,7,RR,-0.0,-11.0,2,2.795500462234724,1,5.254426084272494,82.81588046373473,93.86580701024195,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,8,RR,-4.0,-11.0,2,2.611432776783165,1,5.652211556108292,93.86580701024195,105.12945134313341,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,9,RR,-5.0,-8.0,2,2.016120269877301,1,6.612884315207652,105.12945134313341,116.75845592821837,4,2,-0.0,-11.0,4.0,4.0
uep009,5,1,10,RR,-6.0,-9.0,2,1.9834399323681853,1,6.787882654554312,116.75845592821837,128.52977851514086,4,2,-0.0,-11.0,4.0,4.0
