subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor,mu1,mu2,sd1,sd2
uepP041,5,4,1,SR,-6.0,15.0,2,3.126168706165289,1,3.4323264744765005,368.1157135482588,377.67420872890057,1,2,-6.0,15.0,0,4.0
uepP041,5,4,2,SR,-6.0,8.0,2,2.5552692749217227,1,5.035833477865977,377.67420872890057,388.2653114816883,1,2,-6.0,15.0,0,4.0
uepP041,5,4,3,SR,-6.0,21.0,2,4.789358974474987,1,5.837997067356138,388.2653114816883,401.8926675235194,1,2,-6.0,15.0,0,4.0
uepP041,5,4,4,SR,-6.0,12.0,2,2.7689227793569815,1,5.07394034096849,401.8926675235194,412.7355306438448,1,2,-6.0,15.0,0,4.0
uepP041,5,4,5,SR,-6.0,10.0,2,3.739133472361487,1,4.324052289227621,412.7355306438448,423.7987164054339,1,2,-6.0,15.0,0,4.0
uepP041,5,4,6,SR,-6.0,15.0,2,3.1283999917008165,1,3.226319408681435,423.7987164054339,433.1534358058161,1,2,-6.0,15.0,0,4.0
uepP041,5,4,7,SR,-6.0,13.0,2,1.893171239608762,1,3.989735518968972,433.1534358058161,442.03634256439386,1,2,-6.0,15.0,0,4.0
uepP041,5,4,8,SR,-6.0,15.0,2,1.83355275033757,1,4.587639358276827,442.03634256439386,451.45753467300824,1,2,-6.0,15.0,0,4.0
uepP041,5,4,9,SR,-6.0,17.0,2,2.653479987515912,1,5.302605293993221,451.45753467300824,462.4136199545174,1,2,-6.0,15.0,0,4.0
uepP041,5,4,10,SR,-6.0,24.0,2,4.026001606872853,1,4.560378438609493,462.4136199545174,473.9999999999998,1,2,-6.0,15.0,0,4.0
